Time,RegA
0:00:00,-0.2155
0:00:02,-0.23133
0:00:04,-0.24689
0:00:06,-0.26235
0:00:08,-0.27784
0:00:10,-0.29342
0:00:12,-0.30881
0:00:14,-0.32408
0:00:16,-0.33922
0:00:18,-0.35425
0:00:20,-0.35805
0:00:22,-0.38039
0:00:24,-0.39907
0:00:26,-0.41394
0:00:28,-0.42878
0:00:30,-0.44361
0:00:32,-0.45854
0:00:34,-0.47332
0:00:36,-0.48826
0:00:38,-0.50329
0:00:40,-0.51821
0:00:42,-0.53323
0:00:44,-0.54827
0:00:46,-0.56334
0:00:48,-0.57817
0:00:50,-0.59273
0:00:52,-0.60707
0:00:54,-0.62133
0:00:56,-0.63531
0:00:58,-0.64915
0:01:00,-0.66286
0:01:02,-0.67633
0:01:04,-0.68963
0:01:06,-0.70276
0:01:08,-0.71578
0:01:10,-0.72847
0:01:12,-0.74054
0:01:14,-0.752
0:01:16,-0.76281
0:01:18,-0.77319
0:01:20,-0.77579
0:01:22,-0.79024
0:01:24,-0.80188
0:01:26,-0.81093
0:01:28,-0.81975
0:01:30,-0.82833
0:01:32,-0.83665
0:01:34,-0.84447
0:01:36,-0.85174
0:01:38,-0.85861
0:01:40,-0.86495
0:01:42,-0.87079
0:01:44,-0.87625
0:01:46,-0.87758
0:01:48,-0.88428
0:01:50,-0.88934
0:01:52,-0.89265
0:01:54,-0.89564
0:01:56,-0.89856
0:01:58,-0.90143
0:02:00,-0.90421
0:02:02,-0.90694
0:02:04,-0.90963
0:02:06,-0.91227
0:02:08,-0.91476
0:02:10,-0.9173
0:02:12,-0.91985
0:02:14,-0.92237
0:02:16,-0.923
0:02:18,-0.92675
0:02:20,-0.92799
0:02:22,-0.93149
0:02:24,-0.9343
0:02:26,-0.9365
0:02:28,-0.93854
0:02:30,-0.94024
0:02:32,-0.94171
0:02:34,-0.94313
0:02:36,-0.94452
0:02:38,-0.94587
0:02:40,-0.94722
0:02:42,-0.94862
0:02:44,-0.95013
0:02:46,-0.95171
0:02:48,-0.95339
0:02:50,-0.95518
0:02:52,-0.95708
0:02:54,-0.95906
0:02:56,-0.96106
0:02:58,-0.96299
0:03:00,-0.96487
0:03:02,-0.96669
0:03:04,-0.96842
0:03:06,-0.97007
0:03:08,-0.97165
0:03:10,-0.97321
0:03:12,-0.97476
0:03:14,-0.97627
0:03:16,-0.97762
0:03:18,-0.97869
0:03:20,-0.97894
0:03:22,-0.97997
0:03:24,-0.98082
0:03:26,-0.98161
0:03:28,-0.98248
0:03:30,-0.98342
0:03:32,-0.98439
0:03:34,-0.98547
0:03:36,-0.98678
0:03:38,-0.98827
0:03:40,-0.98997
0:03:42,-0.99186
0:03:44,-0.99393
0:03:46,-0.99445
0:03:48,-0.99744
0:03:50,-0.9996
0:03:52,-1
0:03:54,-1
0:03:56,-1
0:03:58,-1
0:04:00,-1
0:04:02,-1
0:04:04,-1
0:04:06,-1
0:04:08,-1
0:04:10,-1
0:04:12,-1
0:04:14,-1
0:04:16,-1
0:04:18,-1
0:04:20,-1
0:04:22,-1
0:04:24,-1
0:04:26,-1
0:04:28,-1
0:04:30,-1
0:04:32,-1
0:04:34,-1
0:04:36,-1
0:04:38,-1
0:04:40,-1
0:04:42,-1
0:04:44,-1
0:04:46,-1
0:04:48,-1
0:04:50,-1
0:04:52,-1
0:04:54,-1
0:04:56,-1
0:04:58,-1
0:05:00,-1
0:05:02,-1
0:05:04,-1
0:05:06,-1
0:05:08,-1
0:05:10,-1
0:05:12,-1
0:05:14,-1
0:05:16,-1
0:05:18,-1
0:05:20,-1
0:05:22,-1
0:05:24,-1
0:05:26,-1
0:05:28,-1
0:05:30,-1
0:05:32,-1
0:05:34,-1
0:05:36,-1
0:05:38,-1
0:05:40,-1
0:05:42,-1
0:05:44,-1
0:05:46,-1
0:05:48,-1
0:05:50,-1
0:05:52,-1
0:05:54,-1
0:05:56,-1
0:05:58,-1
0:06:00,-1
0:06:02,-1
0:06:04,-1
0:06:06,-1
0:06:08,-1
0:06:10,-1
0:06:12,-1
0:06:14,-1
0:06:16,-1
0:06:18,-1
0:06:20,-1
0:06:22,-1
0:06:24,-1
0:06:26,-1
0:06:28,-1
0:06:30,-0.99968
0:06:32,-0.9989
0:06:34,-0.99788
0:06:36,-0.99679
0:06:38,-0.99558
0:06:40,-0.99412
0:06:42,-0.99242
0:06:44,-0.99055
0:06:46,-0.99008
0:06:48,-0.98674
0:06:50,-0.98365
0:06:52,-0.98082
0:06:54,-0.97757
0:06:56,-0.97671
0:06:58,-0.97081
0:07:00,-0.96577
0:07:02,-0.96176
0:07:04,-0.95778
0:07:06,-0.95401
0:07:08,-0.95049
0:07:10,-0.94736
0:07:12,-0.94454
0:07:14,-0.942
0:07:16,-0.93975
0:07:18,-0.93777
0:07:20,-0.93611
0:07:22,-0.93472
0:07:24,-0.93355
0:07:26,-0.93256
0:07:28,-0.93151
0:07:30,-0.93041
0:07:32,-0.92921
0:07:34,-0.92775
0:07:36,-0.9259
0:07:38,-0.92362
0:07:40,-0.92111
0:07:42,-0.91839
0:07:44,-0.91545
0:07:46,-0.91471
0:07:48,-0.90973
0:07:50,-0.90524
0:07:52,-0.90135
0:07:54,-0.8974
0:07:56,-0.89337
0:07:58,-0.8893
0:08:00,-0.88515
0:08:02,-0.88075
0:08:04,-0.87617
0:08:06,-0.87157
0:08:08,-0.86682
0:08:10,-0.86187
0:08:12,-0.85682
0:08:14,-0.85202
0:08:16,-0.84733
0:08:18,-0.84267
0:08:20,-0.84151
0:08:22,-0.83807
0:08:24,-0.82888
0:08:26,-0.82129
0:08:28,-0.81433
0:08:30,-0.80675
0:08:32,-0.79866
0:08:34,-0.79021
0:08:36,-0.78154
0:08:38,-0.77269
0:08:40,-0.76346
0:08:42,-0.75374
0:08:44,-0.74377
0:08:46,-0.73351
0:08:48,-0.72297
0:08:50,-0.7121
0:08:52,-0.70121
0:08:54,-0.69049
0:08:56,-0.67995
0:08:58,-0.66971
0:09:00,-0.66006
0:09:02,-0.65092
0:09:04,-0.64229
0:09:06,-0.63412
0:09:08,-0.62635
0:09:10,-0.61897
0:09:12,-0.61201
0:09:14,-0.60562
0:09:16,-0.59988
0:09:18,-0.59485
0:09:20,-0.59364
0:09:22,-0.58763
0:09:24,-0.58313
0:09:26,-0.58003
0:09:28,-0.57721
0:09:30,-0.57468
0:09:32,-0.57241
0:09:34,-0.5702
0:09:36,-0.56966
0:09:38,-0.56561
0:09:40,-0.56429
0:09:42,-0.55989
0:09:44,-0.55841
0:09:46,-0.55623
0:09:48,-0.55347
0:09:50,-0.55085
0:09:52,-0.54813
0:09:54,-0.54509
0:09:56,-0.54163
0:09:58,-0.5378
0:10:00,-0.53371
0:10:02,-0.52947
0:10:04,-0.52516
0:10:06,-0.521
0:10:08,-0.5145
0:10:10,-0.51002
0:10:12,-0.50639
0:10:14,-0.50282
0:10:16,-0.49911
0:10:18,-0.49524
0:10:20,-0.49127
0:10:22,-0.48717
0:10:24,-0.48299
0:10:26,-0.47864
0:10:28,-0.47423
0:10:30,-0.46979
0:10:32,-0.46541
0:10:34,-0.46101
0:10:36,-0.45646
0:10:38,-0.45189
0:10:40,-0.44734
0:10:42,-0.4428
0:10:44,-0.43835
0:10:46,-0.43415
0:10:48,-0.43015
0:10:50,-0.42642
0:10:52,-0.42302
0:10:54,-0.41983
0:10:56,-0.41691
0:10:58,-0.41411
0:11:00,-0.41123
0:11:02,-0.40822
0:11:04,-0.40517
0:11:06,-0.40207
0:11:08,-0.39891
0:11:10,-0.39572
0:11:12,-0.39242
0:11:14,-0.38896
0:11:16,-0.3854
0:11:18,-0.38172
0:11:20,-0.38079
0:11:22,-0.37511
0:11:24,-0.3703
0:11:26,-0.36632
0:11:28,-0.36235
0:11:30,-0.35849
0:11:32,-0.35472
0:11:34,-0.35101
0:11:36,-0.34732
0:11:38,-0.34357
0:11:40,-0.3398
0:11:42,-0.33609
0:11:44,-0.33227
0:11:46,-0.33129
0:11:48,-0.32524
0:11:50,-0.32002
0:11:52,-0.31893
0:11:54,-0.31267
0:11:56,-0.31051
0:11:58,-0.30425
0:12:00,-0.29886
0:12:02,-0.29451
0:12:04,-0.29014
0:12:06,-0.28582
0:12:08,-0.28139
0:12:10,-0.27674
0:12:12,-0.27185
0:12:14,-0.26663
0:12:16,-0.26097
0:12:18,-0.25487
0:12:20,-0.25329
0:12:22,-0.2432
0:12:24,-0.23436
0:12:26,-0.22686
0:12:28,-0.21926
0:12:30,-0.21176
0:12:32,-0.20409
0:12:34,-0.19611
0:12:36,-0.18798
0:12:38,-0.1796
0:12:40,-0.17104
0:12:42,-0.16252
0:12:44,-0.15405
0:12:46,-0.1458
0:12:48,-0.13786
0:12:50,-0.13016
0:12:52,-0.12268
0:12:54,-0.1154
0:12:56,-0.10832
0:12:58,-0.10149
0:13:00,-0.0949
0:13:02,-0.08851
0:13:04,-0.08233
0:13:06,-0.07622
0:13:08,-0.07031
0:13:10,-0.06451
0:13:12,-0.05873
0:13:14,-0.05288
0:13:16,-0.05137
0:13:18,-0.04237
0:13:20,-0.03445
0:13:22,-0.02765
0:13:24,-0.0203
0:13:26,-0.01257
0:13:28,-0.00454
0:13:30,0.00374
0:13:32,0.01231
0:13:34,0.02124
0:13:36,0.0305
0:13:38,0.0399
0:13:40,0.04962
0:13:42,0.05949
0:13:44,0.06947
0:13:46,0.07203
0:13:48,0.08678
0:13:50,0.09887
0:13:52,0.10136
0:13:54,0.1149
0:13:56,0.11958
0:13:58,0.13179
0:14:00,0.14111
0:14:02,0.1474
0:14:04,0.15323
0:14:06,0.1588
0:14:08,0.16406
0:14:10,0.16889
0:14:12,0.17325
0:14:14,0.17715
0:14:16,0.18054
0:14:18,0.18332
0:14:20,0.18399
0:14:22,0.18562
0:14:24,0.18847
0:14:26,0.18977
0:14:28,0.19029
0:14:30,0.19058
0:14:32,0.19074
0:14:34,0.19087
0:14:36,0.1909
0:14:38,0.19078
0:14:40,0.19034
0:14:42,0.1896
0:14:44,0.1886
0:14:46,0.18723
0:14:48,0.18556
0:14:50,0.18372
0:14:52,0.1817
0:14:54,0.17957
0:14:56,0.17743
0:14:58,0.17525
0:15:00,0.17326
0:15:02,0.17152
0:15:04,0.17009
0:15:06,0.16898
0:15:08,0.1683
0:15:10,0.16808
0:15:12,0.16832
0:15:14,0.16893
0:15:16,0.16988
0:15:18,0.171
0:15:20,0.17129
0:15:22,0.17307
0:15:24,0.17475
0:15:26,0.17628
0:15:28,0.17782
0:15:30,0.17935
0:15:32,0.18074
0:15:34,0.18205
0:15:36,0.18335
0:15:38,0.1846
0:15:40,0.18573
0:15:42,0.18668
0:15:44,0.18754
0:15:46,0.18831
0:15:48,0.18895
0:15:50,0.18957
0:15:52,0.19009
0:15:54,0.19059
0:15:56,0.19113
0:15:58,0.19158
0:16:00,0.19206
0:16:02,0.19258
0:16:04,0.19298
0:16:06,0.19325
0:16:08,0.19343
0:16:10,0.19357
0:16:12,0.19374
0:16:14,0.1939
0:16:16,0.19394
0:16:18,0.1937
0:16:20,0.19361
0:16:22,0.19275
0:16:24,0.19161
0:16:26,0.19025
0:16:28,0.18841
0:16:30,0.18571
0:16:32,0.18209
0:16:34,0.17751
0:16:36,0.17182
0:16:38,0.16483
0:16:40,0.15665
0:16:42,0.14754
0:16:44,0.13783
0:16:46,0.12756
0:16:48,0.11688
0:16:50,0.10613
0:16:52,0.0951
0:16:54,0.08403
0:16:56,0.07289
0:16:58,0.06176
0:17:00,0.05074
0:17:02,0.03984
0:17:04,0.02907
0:17:06,0.01864
0:17:08,0.00867
0:17:10,-0.00094
0:17:12,-0.01019
0:17:14,-0.01891
0:17:16,-0.02115
0:17:18,-0.03201
0:17:20,-0.03577
0:17:22,-0.04403
0:17:24,-0.05028
0:17:26,-0.05474
0:17:28,-0.05924
0:17:30,-0.06379
0:17:32,-0.06841
0:17:34,-0.07311
0:17:36,-0.07787
0:17:38,-0.08251
0:17:40,-0.08697
0:17:42,-0.09133
0:17:44,-0.09558
0:17:46,-0.09992
0:17:48,-0.1043
0:17:50,-0.10857
0:17:52,-0.11283
0:17:54,-0.11705
0:17:56,-0.11812
0:17:58,-0.12374
0:18:00,-0.12818
0:18:02,-0.13134
0:18:04,-0.13406
0:18:06,-0.13642
0:18:08,-0.1384
0:18:10,-0.14
0:18:12,-0.14113
0:18:14,-0.14181
0:18:16,-0.14219
0:18:18,-0.1425
0:18:20,-0.14264
0:18:22,-0.14259
0:18:24,-0.14241
0:18:26,-0.14207
0:18:28,-0.14158
0:18:30,-0.14094
0:18:32,-0.14018
0:18:34,-0.13935
0:18:36,-0.13853
0:18:38,-0.13775
0:18:40,-0.13694
0:18:42,-0.13615
0:18:44,-0.13534
0:18:46,-0.13514
0:18:48,-0.13387
0:18:50,-0.13287
0:18:52,-0.13219
0:18:54,-0.13164
0:18:56,-0.13129
0:18:58,-0.13126
0:19:00,-0.13163
0:19:02,-0.13256
0:19:04,-0.134
0:19:06,-0.13587
0:19:08,-0.13809
0:19:10,-0.14031
0:19:12,-0.14247
0:19:14,-0.1445
0:19:16,-0.14645
0:19:18,-0.14831
0:19:20,-0.14878
0:19:22,-0.15005
0:19:24,-0.15228
0:19:26,-0.15336
0:19:28,-0.15377
0:19:30,-0.15395
0:19:32,-0.15401
0:19:34,-0.15398
0:19:36,-0.15377
0:19:38,-0.15342
0:19:40,-0.15306
0:19:42,-0.15283
0:19:44,-0.1527
0:19:46,-0.15266
0:19:48,-0.15269
0:19:50,-0.15282
0:19:52,-0.15286
0:19:54,-0.15303
0:19:56,-0.15318
0:19:58,-0.1534
0:20:00,-0.15375
0:20:02,-0.15431
0:20:04,-0.15447
0:20:06,-0.15506
0:20:08,-0.15687
0:20:10,-0.15856
0:20:12,-0.16022
0:20:14,-0.16226
0:20:16,-0.16285
0:20:18,-0.16688
0:20:20,-0.17092
0:20:22,-0.17465
0:20:24,-0.17844
0:20:26,-0.18223
0:20:28,-0.18617
0:20:30,-0.19036
0:20:32,-0.19479
0:20:34,-0.19919
0:20:36,-0.20368
0:20:38,-0.20818
0:20:40,-0.21246
0:20:42,-0.21664
0:20:44,-0.22073
0:20:46,-0.22479
0:20:48,-0.22892
0:20:50,-0.23377
0:20:52,-0.23873
0:20:54,-0.24372
0:20:56,-0.24865
0:20:58,-0.25338
0:21:00,-0.258
0:21:02,-0.26307
0:21:04,-0.26832
0:21:06,-0.27383
0:21:08,-0.27978
0:21:10,-0.28616
0:21:12,-0.29291
0:21:14,-0.3001
0:21:16,-0.30206
0:21:18,-0.31356
0:21:20,-0.3239
0:21:22,-0.33241
0:21:24,-0.34112
0:21:26,-0.34982
0:21:28,-0.35862
0:21:30,-0.36779
0:21:32,-0.37732
0:21:34,-0.387
0:21:36,-0.39679
0:21:38,-0.40662
0:21:40,-0.41647
0:21:42,-0.42632
0:21:44,-0.43609
0:21:46,-0.44568
0:21:48,-0.45515
0:21:50,-0.46448
0:21:52,-0.47366
0:21:54,-0.48273
0:21:56,-0.49172
0:21:58,-0.50028
0:22:00,-0.50844
0:22:02,-0.51632
0:22:04,-0.52428
0:22:06,-0.53238
0:22:08,-0.54049
0:22:10,-0.54852
0:22:12,-0.55653
0:22:14,-0.56445
0:22:16,-0.57225
0:22:18,-0.58001
0:22:20,-0.58764
0:22:22,-0.5952
0:22:24,-0.60287
0:22:26,-0.61052
0:22:28,-0.61803
0:22:30,-0.62596
0:22:32,-0.63423
0:22:34,-0.63647
0:22:36,-0.64264
0:22:38,-0.65128
0:22:40,-0.65997
0:22:42,-0.66872
0:22:44,-0.6762
0:22:46,-0.68217
0:22:48,-0.68668
0:22:50,-0.69072
0:22:52,-0.6919
0:22:54,-0.69055
0:22:56,-0.68768
0:22:58,-0.6836
0:23:00,-0.67849
0:23:02,-0.67239
0:23:04,-0.66574
0:23:06,-0.65836
0:23:08,-0.6504
0:23:10,-0.64191
0:23:12,-0.633
0:23:14,-0.62382
0:23:16,-0.6213
0:23:18,-0.60781
0:23:20,-0.59595
0:23:22,-0.58652
0:23:24,-0.5771
0:23:26,-0.56773
0:23:28,-0.55842
0:23:30,-0.54916
0:23:32,-0.53996
0:23:34,-0.53746
0:23:36,-0.5306
0:23:38,-0.51613
0:23:40,-0.5066
0:23:42,-0.49999
0:23:44,-0.49393
0:23:46,-0.49236
0:23:48,-0.48504
0:23:50,-0.47906
0:23:52,-0.47489
0:23:54,-0.47103
0:23:56,-0.46999
0:23:58,-0.4645
0:24:00,-0.45958
0:24:02,-0.45565
0:24:04,-0.4516
0:24:06,-0.44746
0:24:08,-0.44309
0:24:10,-0.43844
0:24:12,-0.43374
0:24:14,-0.42892
0:24:16,-0.42762
0:24:18,-0.42063
0:24:20,-0.4145
0:24:22,-0.40978
0:24:24,-0.40514
0:24:26,-0.40053
0:24:28,-0.39605
0:24:30,-0.39177
0:24:32,-0.3877
0:24:34,-0.3839
0:24:36,-0.38036
0:24:38,-0.37717
0:24:40,-0.37421
0:24:42,-0.3715
0:24:44,-0.36902
0:24:46,-0.36683
0:24:48,-0.36489
0:24:50,-0.36321
0:24:52,-0.36172
0:24:54,-0.36032
0:24:56,-0.35899
0:24:58,-0.358
0:25:00,-0.3576
0:25:02,-0.35765
0:25:04,-0.35778
0:25:06,-0.35771
0:25:08,-0.35737
0:25:10,-0.35667
0:25:12,-0.3557
0:25:14,-0.35442
0:25:16,-0.35405
0:25:18,-0.35097
0:25:20,-0.34776
0:25:22,-0.34471
0:25:24,-0.34111
0:25:26,-0.3369
0:25:28,-0.33205
0:25:30,-0.3307
0:25:32,-0.32215
0:25:34,-0.31391
0:25:36,-0.30684
0:25:38,-0.29942
0:25:40,-0.29178
0:25:42,-0.28406
0:25:44,-0.27623
0:25:46,-0.26839
0:25:48,-0.26052
0:25:50,-0.25268
0:25:52,-0.24496
0:25:54,-0.23734
0:25:56,-0.23001
0:25:58,-0.22299
0:26:00,-0.2168
0:26:02,-0.21158
0:26:04,-0.21026
0:26:06,-0.20741
0:26:08,-0.20263
0:26:10,-0.20122
0:26:12,-0.19985
0:26:14,-0.19925
0:26:16,-0.19922
0:26:18,-0.19983
0:26:20,-0.20077
0:26:22,-0.20193
0:26:24,-0.20333
0:26:26,-0.20498
0:26:28,-0.20692
0:26:30,-0.2092
0:26:32,-0.21181
0:26:34,-0.21483
0:26:36,-0.21828
0:26:38,-0.22202
0:26:40,-0.22583
0:26:42,-0.22977
0:26:44,-0.23389
0:26:46,-0.23823
0:26:48,-0.242
0:26:50,-0.24503
0:26:52,-0.24782
0:26:54,-0.2502
0:26:56,-0.25223
0:26:58,-0.25398
0:27:00,-0.25561
0:27:02,-0.25715
0:27:04,-0.25878
0:27:06,-0.26055
0:27:08,-0.26253
0:27:10,-0.26478
0:27:12,-0.26734
0:27:14,-0.27023
0:27:16,-0.27105
0:27:18,-0.27619
0:27:20,-0.28104
0:27:22,-0.28509
0:27:24,-0.28933
0:27:26,-0.2937
0:27:28,-0.29884
0:27:30,-0.30444
0:27:32,-0.31035
0:27:34,-0.31654
0:27:36,-0.3229
0:27:38,-0.32934
0:27:40,-0.33567
0:27:42,-0.34192
0:27:44,-0.34792
0:27:46,-0.3495
0:27:48,-0.35748
0:27:50,-0.36401
0:27:52,-0.36866
0:27:54,-0.3731
0:27:56,-0.37726
0:27:58,-0.38091
0:28:00,-0.38404
0:28:02,-0.38654
0:28:04,-0.38863
0:28:06,-0.39061
0:28:08,-0.39244
0:28:10,-0.39412
0:28:12,-0.3958
0:28:14,-0.39743
0:28:16,-0.39787
0:28:18,-0.4
0:28:20,-0.40192
0:28:22,-0.4035
0:28:24,-0.40523
0:28:26,-0.40724
0:28:28,-0.41051
0:28:30,-0.41475
0:28:32,-0.41989
0:28:34,-0.4259
0:28:36,-0.43269
0:28:38,-0.44033
0:28:40,-0.44863
0:28:42,-0.45751
0:28:44,-0.46687
0:28:46,-0.47664
0:28:48,-0.48657
0:28:50,-0.49656
0:28:52,-0.50655
0:28:54,-0.50933
0:28:56,-0.5238
0:28:58,-0.53624
0:29:00,-0.5456
0:29:02,-0.5547
0:29:04,-0.55716
0:29:06,-0.57029
0:29:08,-0.58195
0:29:10,-0.59104
0:29:12,-0.59996
0:29:14,-0.60869
0:29:16,-0.6111
0:29:18,-0.62388
0:29:20,-0.63524
0:29:22,-0.64403
0:29:24,-0.65271
0:29:26,-0.66134
0:29:28,-0.66974
0:29:30,-0.67796
0:29:32,-0.68607
0:29:34,-0.69401
0:29:36,-0.70185
0:29:38,-0.70947
0:29:40,-0.7166
0:29:42,-0.72317
0:29:44,-0.72929
0:29:46,-0.73097
0:29:48,-0.73882
0:29:50,-0.74573
0:29:52,-0.74723
0:29:54,-0.75524
0:29:56,-0.76256
0:29:58,-0.76822
0:30:00,-0.77387
0:30:02,-0.77946
0:30:04,-0.78483
0:30:06,-0.78987
0:30:08,-0.79439
0:30:10,-0.79836
0:30:12,-0.8018
0:30:14,-0.80471
0:30:16,-0.80548
0:30:18,-0.80785
0:30:20,-0.80932
0:30:22,-0.80953
0:30:24,-0.80983
0:30:26,-0.80974
0:30:28,-0.80918
0:30:30,-0.8083
0:30:32,-0.80712
0:30:34,-0.80547
0:30:36,-0.80316
0:30:38,-0.80048
0:30:40,-0.79742
0:30:42,-0.79392
0:30:44,-0.79001
0:30:46,-0.78565
0:30:48,-0.78094
0:30:50,-0.77586
0:30:52,-0.77053
0:30:54,-0.76495
0:30:56,-0.75906
0:30:58,-0.75288
0:31:00,-0.74646
0:31:02,-0.73989
0:31:04,-0.73339
0:31:06,-0.72722
0:31:08,-0.72136
0:31:10,-0.7156
0:31:12,-0.7099
0:31:14,-0.70423
0:31:16,-0.70262
0:31:18,-0.69487
0:31:20,-0.68796
0:31:22,-0.68248
0:31:24,-0.67693
0:31:26,-0.67125
0:31:28,-0.66551
0:31:30,-0.65975
0:31:32,-0.65403
0:31:34,-0.64824
0:31:36,-0.64235
0:31:38,-0.63638
0:31:40,-0.63053
0:31:42,-0.62492
0:31:44,-0.61945
0:31:46,-0.61789
0:31:48,-0.60997
0:31:50,-0.60276
0:31:52,-0.59702
0:31:54,-0.59115
0:31:56,-0.58511
0:31:58,-0.58336
0:32:00,-0.57405
0:32:02,-0.56536
0:32:04,-0.55862
0:32:06,-0.55194
0:32:08,-0.54532
0:32:10,-0.53878
0:32:12,-0.5323
0:32:14,-0.52591
0:32:16,-0.52408
0:32:18,-0.51535
0:32:20,-0.50777
0:32:22,-0.50611
0:32:24,-0.50211
0:32:26,-0.49657
0:32:28,-0.48722
0:32:30,-0.48039
0:32:32,-0.47546
0:32:34,-0.47091
0:32:36,-0.46676
0:32:38,-0.46306
0:32:40,-0.45979
0:32:42,-0.4569
0:32:44,-0.45439
0:32:46,-0.45227
0:32:48,-0.45052
0:32:50,-0.44945
0:32:52,-0.44904
0:32:54,-0.44915
0:32:56,-0.4498
0:32:58,-0.45113
0:33:00,-0.45366
0:33:02,-0.45713
0:33:04,-0.46117
0:33:06,-0.46577
0:33:08,-0.47073
0:33:10,-0.47596
0:33:12,-0.48126
0:33:14,-0.48641
0:33:16,-0.49155
0:33:18,-0.49666
0:33:20,-0.50155
0:33:22,-0.50595
0:33:24,-0.50976
0:33:26,-0.51284
0:33:28,-0.51545
0:33:30,-0.51759
0:33:32,-0.51896
0:33:34,-0.51963
0:33:36,-0.51982
0:33:38,-0.5197
0:33:40,-0.51964
0:33:42,-0.51882
0:33:44,-0.51789
0:33:46,-0.51673
0:33:48,-0.51515
0:33:50,-0.51319
0:33:52,-0.51086
0:33:54,-0.50828
0:33:56,-0.5055
0:33:58,-0.50255
0:34:00,-0.49939
0:34:02,-0.49598
0:34:04,-0.49223
0:34:06,-0.48821
0:34:08,-0.48387
0:34:10,-0.47923
0:34:12,-0.40616
0:34:14,-0.37973
0:34:16,-0.37854
0:34:18,-0.37193
0:34:20,-0.36925
0:34:22,-0.36156
0:34:24,-0.35438
0:34:26,-0.34844
0:34:28,-0.34235
0:34:30,-0.34061
0:34:32,-0.33156
0:34:34,-0.32799
0:34:36,-0.31858
0:34:38,-0.31005
0:34:40,-0.30338
0:34:42,-0.29722
0:34:44,-0.29103
0:34:46,-0.33258
0:34:48,-0.34855
0:34:50,-0.34106
0:34:52,-0.33352
0:34:54,-0.32594
0:34:56,-0.31825
0:34:58,-0.31058
0:35:00,-0.2815
0:35:02,-0.26771
0:35:04,-0.26112
0:35:06,-0.25431
0:35:08,-0.24787
0:35:10,-0.24123
0:35:12,-0.23453
0:35:14,-0.22758
0:35:16,-0.22041
0:35:18,-0.21304
0:35:20,-0.2054
0:35:22,-0.19763
0:35:24,-0.18958
0:35:26,-0.18119
0:35:28,-0.17292
0:35:30,-0.16494
0:35:32,-0.15703
0:35:34,-0.14907
0:35:36,-0.14119
0:35:38,-0.13325
0:35:40,-0.12542
0:35:42,-0.11774
0:35:44,-0.10974
0:35:46,-0.10153
0:35:48,-0.0933
0:35:50,-0.08506
0:35:52,-0.07679
0:35:54,-0.06827
0:35:56,-0.05952
0:35:58,-0.0507
0:36:00,-0.04212
0:36:02,-0.03337
0:36:04,-0.02439
0:36:06,-0.01529
0:36:08,-0.00619
0:36:10,0.00293
0:36:12,0.01213
0:36:14,0.02142
0:36:16,0.0309
0:36:18,0.04062
0:36:20,0.05047
0:36:22,0.06067
0:36:24,0.07118
0:36:26,0.08184
0:36:28,0.09291
0:36:30,0.10433
0:36:32,0.11473
0:36:34,0.12587
0:36:36,0.13721
0:36:38,0.14848
0:36:40,0.15968
0:36:42,0.17079
0:36:44,0.18196
0:36:46,0.19336
0:36:48,0.20358
0:36:50,0.21347
0:36:52,0.22351
0:36:54,0.23375
0:36:56,0.24411
0:36:58,0.25479
0:37:00,0.2657
0:37:02,0.27682
0:37:04,0.27998
0:37:06,0.32319
0:37:08,0.36289
0:37:10,0.38046
0:37:12,0.39431
0:37:14,0.4086
0:37:16,0.42312
0:37:18,0.43796
0:37:20,0.453
0:37:22,0.46811
0:37:24,0.48357
0:37:26,0.49916
0:37:28,0.51454
0:37:30,0.52974
0:37:32,0.54473
0:37:34,0.55952
0:37:36,0.57415
0:37:38,0.58848
0:37:40,0.60271
0:37:42,0.61673
0:37:44,0.63056
0:37:46,0.64427
0:37:48,0.65776
0:37:50,0.67103
0:37:52,0.68422
0:37:54,0.6972
0:37:56,0.70994
0:37:58,0.72259
0:38:00,0.73505
0:38:02,0.74736
0:38:04,0.75946
0:38:06,0.77141
0:38:08,0.78329
0:38:10,0.79496
0:38:12,0.80642
0:38:14,0.81781
0:38:16,0.82901
0:38:18,0.84006
0:38:20,0.85091
0:38:22,0.8617
0:38:24,0.87233
0:38:26,0.8828
0:38:28,0.89313
0:38:30,0.90341
0:38:32,0.91347
0:38:34,0.92337
0:38:36,0.93323
0:38:38,0.94293
0:38:40,0.95251
0:38:42,0.96192
0:38:44,0.97119
0:38:46,0.98035
0:38:48,0.98941
0:38:50,0.99771
0:38:52,1
0:38:54,1
0:38:56,1
0:38:58,1
0:39:00,1
0:39:02,1
0:39:04,1
0:39:06,1
0:39:08,1
0:39:10,1
0:39:12,1
0:39:14,1
0:39:16,1
0:39:18,1
0:39:20,1
0:39:22,1
0:39:24,1
0:39:26,1
0:39:28,1
0:39:30,1
0:39:32,1
0:39:34,1
0:39:36,1
0:39:38,1
0:39:40,1
0:39:42,1
0:39:44,1
0:39:46,1
0:39:48,1
0:39:50,1
0:39:52,1
0:39:54,1
0:39:56,1
0:39:58,1
0:40:00,1
0:40:02,-0.2155
0:40:04,-0.23133
0:40:06,-0.24689
0:40:08,-0.26235
0:40:10,-0.27784
0:40:12,-0.29342
0:40:14,-0.30881
0:40:16,-0.32408
0:40:18,-0.33922
0:40:20,-0.35425
0:40:22,-0.35805
0:40:24,-0.38039
0:40:26,-0.39907
